"name","artists","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"Motyle","Sylwia Grzeszczak","175667","Motyle","2024-01-05","0.611","0.467","2","-6.578","1","0.0598","0.0837","0.0","0.136","0.343","129.876"
"HIPNOZA","NIKOŚ","194471","HIPNOZA","2023-12-30","0.744","0.514","10","-9.918","0","0.334","0.226","0.0","0.103","0.795","170.109"
"BFF","bambi, Young Leosia, PG$, @atutowy","174246","BFF","2023-08-24","0.685","0.723","6","-7.159","0","0.0887","0.0293","1.83e-05","0.103","0.435","145.955"
"Całkiem Nowa Bajka","Kleks, Igo, Kaśka Sochacka, Mrozu, Artur Rojek, Brodka, Ralph Kaminski, Bedoes 2115, Sokół","193855","Akademia Pana Kleksa","2023-12-01","0.699","0.81","7","-6.831","0","0.0815","0.228","0.0","0.579","0.289","122.066"
"Miyabi","PRO8L3M","180573","PROXL3M","2023-11-30","0.653","0.643","2","-7.595","0","0.351","0.558","2.25e-05","0.092","0.302","81.798"
"Ne Rozumiju","Vixen","200769","BLINDBOX","2023-10-20","0.58","0.682","9","-7.566","0","0.0726","0.319","0.0","0.113","0.263","77.756"
"PASEK PLAYBOYA","MIÜ, DJ VaZee","142225","PASEK PLAYBOYA","2023-12-22","0.803","0.776","4","-4.684","0","0.2","0.275","1.09e-06","0.0457","0.632","93.023"
"Fluid","ReTo, Wroobel","142205","Fluid","2023-10-04","0.765","0.578","8","-8.178","1","0.0815","0.199","1.12e-06","0.222","0.575","137.996"
"Stan","Gibbs, Jonatan, 4Money","181045","SAFE","2023-10-24","0.822","0.667","3","-6.512","0","0.0748","0.258","0.0","0.117","0.3","121.999"
"Kevin sam w domu","Blacha 2115, Venom Valentino, francis","171692","Kevin sam w domu","2023-12-17","0.749","0.727","10","-7.108","0","0.288","0.771","0.0","0.105","0.618","130.092"
"Jolie Jolie","Blacha 2115, Venom Valentino","153600","Jolie Jolie","2023-08-30","0.671","0.802","11","-9.194","0","0.0375","0.684","0.0616","0.135","0.491","124.965"
"Ciapakwybujany","GM2L, Malik Montana, Kazior, Alberto, OLEK","100207","GM2L Mixtape","2023-11-23","0.768","0.625","3","-10.573","0","0.337","0.0371","0.0","0.214","0.921","82.095"
"Nim Zajdzie Słońce","Smolasty, Doda, Filip Leon, WIKTOR","147109","Nim Zajdzie Słońce","2023-08-10","0.575","0.654","6","-7.23","1","0.0543","0.365","0.0","0.326","0.487","91.071"
"Explosion Ech poleczko - DNSQ Remix","Kalwi & Remi, Guzowianki, DNSQ","130093","Explosion Ech poleczko","2023-09-12","0.637","0.74","0","-5.541","1","0.0309","0.0432","0.0","0.203","0.626","140.108"
"Stumblin' In","CYRIL","213363","Stumblin' In","2023-11-10","0.875","0.518","2","-8.388","1","0.0551","0.0638","0.00995","0.125","0.37","126.089"
"Autumn Dance","L.U.C., Rebel Babel Film Orchestra","280094","The Peasants (Original Motion Picture Soundtrack)","2023-10-27","0.529","0.643","7","-7.122","0","0.032","0.055","0.0","0.356","0.281","132.04"
"Mam Cię","Paluch, Miroff, Poly","141500","Mam Cię","2023-11-17","0.863","0.661","7","-6.406","0","0.0897","0.112","0.0","0.11","0.456","94.976"
"NIE MA CIĘ","Fukaj, charlie moncler, bambi","167386","PRELUDIUM","2023-07-21","0.725","0.636","0","-7.179","1","0.162","0.178","0.0","0.414","0.458","118.975"
"Skippers","Young Leosia, bambi, Janusz Walczuk, Waima, francis, Deemz, Mjonszu, Phatrax","150943","Skippers","2023-12-21","0.703","0.695","11","-5.107","0","0.29","0.114","0.0","0.0755","0.722","158.848"
"ITALODISCO","The Kolors","199512","ITALODISCO","2023-05-05","0.885","0.579","11","-5.14","0","0.0596","0.00318","0.0","0.0708","0.817","123.038"
"Nicea","PRO8L3M","217706","PROXL3M","2023-11-30","0.746","0.702","2","-5.488","1","0.289","0.251","0.0","0.132","0.431","130.036"
"NIENAWIDZĘ WARSZAWY!","Chivas, Bedoes 2115","142036","NIENAWIDZĘ WARSZAWY!","2024-01-03","0.661","0.77","2","-5.472","1","0.037","0.122","0.0","0.101","0.575","137.002"
"MILLIE WALKY","bambi, charlie moncler","134025","in real life","2023-11-16","0.762","0.668","11","-6.7","1","0.14","0.0383","7.28e-06","0.0999","0.631","76.971"
"5 INFLUENCEREK","Zeamsone","144335","???","2023-06-29","0.746","0.637","8","-7.732","0","0.245","0.398","0.0","0.126","0.849","143.001"
"Leje Wina","Pusher, GRACEK, Baba Hassan","142222","Leje Wina","2022-12-23","0.762","0.96","8","-3.627","1","0.046","0.022","5.58e-06","0.0891","0.847","134.945"
"JEREMY SOCHAN","Oki, bvdy47","145984","JEREMY SOCHAN","2023-09-25","0.761","0.726","1","-5.727","0","0.0757","0.0679","0.0","0.217","0.807","127.089"
"DRUGI RAZ","Qry, Zeamsone","127692","DRUGI RAZ","2024-01-18","0.686","0.488","2","-8.419","0","0.0564","0.437","0.0","0.428","0.411","155.971"
"Ground Zero","PRO8L3M","178004","Ground Zero","2018-08-16","0.691","0.723","1","-6.756","0","0.0871","0.0978","0.000485","0.0439","0.34","144.048"
"Garfield","Szpaku, Kubi Producent","131904","CERBER EP","2024-01-06","0.755","0.683","0","-5.269","1","0.0732","0.0154","0.0","0.174","0.247","125.97"
"TYLE SŁOŃCA","White Widow, BAHsick","142285","TYLE SŁOŃCA","2023-09-21","0.771","0.919","0","-3.152","1","0.268","0.204","0.0","0.375","0.557","105.02"
"Husn","Anuv Jain","217894","Husn","2023-12-01","0.527","0.376","5","-9.974","1","0.0298","0.682","0.0","0.142","0.24","151.928"
"King Shit","Shubh","226933","Leo","2024-01-05","0.794","0.566","11","-8.35","0","0.0602","0.301","0.000168","0.151","0.68","85.953"
"Tu hai kahan","AUR","263184","Tu hai kahan","2023-10-16","0.708","0.356","1","-9.738","1","0.075","0.437","6.54e-05","0.112","0.569","83.679"
"You and Me","Shubh","172066","Leo","2024-01-05","0.695","0.786","8","-6.223","0","0.037","0.109","0.0122","0.186","0.408","102.022"
"Pehle Bhi Main","Vishal Mishra, Raj Shekhar","250158","ANIMAL","2023-11-24","0.413","0.406","10","-10.23","0","0.0353","0.768","2.22e-06","0.107","0.281","76.944"
"Koi Si","Afsana Khan","199998","Koi Si","2023-07-13","0.713","0.608","5","-7.609","0","0.0566","0.805","6.46e-05","0.209","0.613","124.866"
"Safety Off","Shubh","143200","Leo","2024-01-05","0.749","0.571","1","-9.111","0","0.0504","0.0163","8.41e-06","0.136","0.329","90.014"
"Wishes","Hasan Raheem, Umair, Talwiinder","218400","Maybe, It's Love","2023-09-02","0.684","0.531","9","-7.037","0","0.0523","0.669","0.013","0.135","0.613","100.014"
"One Love","Shubh","159222","One Love","2023-08-18","0.848","0.512","7","-7.757","1","0.118","0.284","0.00645","0.101","0.881","144.926"
"9:45","Prabh Singh, Jay Trak, Rooh Sandhu","117606","9:45","2023-03-10","0.796","0.455","1","-7.763","0","0.0997","0.637","3.59e-06","0.156","0.352","99.958"
"Tera Mera Hai Pyar (From ""Ishq Murshid"")","Ahmed Jahanzeb","208000","Tera Mera Hai Pyar (From ""Ishq Murshid"")","2023-11-16","0.677","0.403","4","-11.263","0","0.0281","0.551","2.85e-05","0.118","0.563","104.995"
"Cheques","Shubh","183756","Still Rollin","2023-05-19","0.742","0.627","4","-8.939","0","0.0533","0.262","1.23e-05","0.269","0.356","89.998"
"O Maahi","Pritam, Arijit Singh, Irshad Kamil","233453","Dunki","2023-12-20","0.616","0.669","1","-6.836","1","0.0349","0.562","0.0","0.177","0.475","116.973"
"Tu hai kahan (feat. ZAYN)","AUR, ZAYN","269650","Tu hai kahan (feat. ZAYN)","2024-01-12","0.769","0.407","1","-8.716","1","0.0524","0.392","1.13e-05","0.083","0.471","83.954"
"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima","271169","Satranga (From ""ANIMAL"")","2023-10-27","0.273","0.405","0","-5.81","1","0.0298","0.735","0.0","0.189","0.534","89.48"
"Shikayat","AUR","270000","Shikayat","2023-12-14","0.656","0.521","4","-9.197","1","0.0464","0.42","0.0","0.136","0.262","139.86"
"Hass Hass","Diljit Dosanjh, Sia, Greg Kurstin","153016","Hass Hass","2023-10-26","0.726","0.804","6","-4.775","0","0.078","0.0348","5.59e-06","0.361","0.644","90.983"
"Softly","Karan Aujla, Ikky","155161","Making Memories","2023-08-18","0.735","0.564","8","-7.786","1","0.204","0.191","0.0","0.0791","0.902","92.986"
"Chaleya","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","200373","Jawan","2023-09-05","0.575","0.845","0","-5.28","1","0.0852","0.393","0.0107","0.131","0.439","95.047"
"Long time no see","Taimour Baig, Raffey Anwar, AUR","218600","Long time no see","2023-07-16","0.806","0.344","1","-12.648","1","0.28","0.344","0.0","0.106","0.398","87.976"
"Still Rollin","Shubh","174730","Still Rollin","2023-05-19","0.881","0.431","6","-11.093","0","0.0914","0.182","0.0018","0.113","0.246","94.0"
"Bikhra","Abdul Hannan, Rovalio","168300","Bikhra","2022-02-11","0.462","0.371","6","-11.604","0","0.0988","0.794","0.118","0.124","0.187","99.662"
"White Brown Black","Avvy Sra, Karan Aujla, Jaani","175999","White Brown Black","2022-12-09","0.868","0.748","1","-3.492","0","0.0951","0.29","3.93e-06","0.252","0.829","119.965"
"Apa Fer Milaangey","Savi Kahlon","213368","Apa Fer Milaangey","2023-12-05","0.867","0.316","1","-16.104","0","0.487","0.887","0.0","0.0996","0.768","139.95"
"Jurmana","Kaifi Khalil","173333","Jurmana","2024-01-12","0.332","0.315","10","-16.102","1","0.043","0.677","0.00216","0.21","0.132","179.863"
"Samjho Na","Aditya Rikhari","172408","Samjho Na","2022-02-10","0.744","0.328","0","-12.535","1","0.231","0.681","0.0002","0.128","0.532","98.923"
"Kinni Kinni","Diljit Dosanjh, thiarajxtt","213344","Ghost","2023-09-29","0.883","0.525","3","-8.391","0","0.112","0.517","0.00046","0.0734","0.608","97.005"
"Admirin' You (feat. Preston Pablo)","Karan Aujla, Ikky, Preston Pablo","214750","Making Memories","2023-08-18","0.756","0.664","1","-6.227","1","0.0851","0.0935","0.0","0.104","0.675","96.018"
"Hood Anthem","Shubh","192866","Leo","2024-01-05","0.782","0.569","1","-8.21","0","0.0613","0.0459","4.04e-06","0.0292","0.755","86.02"
"Dior","Shubh","139133","Still Rollin","2023-05-19","0.967","0.362","5","-11.374","0","0.159","0.514","0.00637","0.124","0.633","115.974"
"8 ASLE","Sukha, Chani Nattan, Prodgk, Gurlez Akhtar","161000","UNDISPUTED","2023-11-17","0.769","0.684","10","-6.113","0","0.148","0.0977","0.0","0.18","0.483","100.042"
"Saari Duniya Jalaa Denge","Jaani, B Praak","182348","ANIMAL","2023-11-24","0.515","0.475","0","-9.661","1","0.0351","0.782","0.0","0.164","0.674","81.835"
"Heeriye (feat. Arijit Singh)","Jasleen Royal, Arijit Singh, Harrykahanhai","194857","Heeriye (feat. Arijit Singh)","2023-07-25","0.728","0.494","6","-9.628","0","0.0256","0.516","0.00384","0.0759","0.558","105.007"
"Iraaday","Rovalio, Abdul Hannan","133305","Iraaday","2022-03-18","0.737","0.458","6","-5.805","1","0.0317","0.601","6.98e-06","0.138","0.456","89.993"
"Lalkara","Diljit Dosanjh, Intense, Sultaan","160500","Ghost","2023-09-29","0.85","0.557","0","-4.503","0","0.0431","0.0365","2.08e-06","0.131","0.468","96.99"
"Afterhours","Bir, Dhanju, thiarajxtt","140152","Afterhours","2022-07-06","0.772","0.703","11","-7.73","0","0.122","0.211","0.00122","0.129","0.48","90.036"
"California Love","Cheema Y, Gur Sidhu","175686","ANYWAY","2023-01-30","0.648","0.609","1","-6.467","0","0.314","0.126","2.28e-06","0.107","0.405","177.981"
"Bachke Bachke (feat. Yarah)","Karan Aujla, Ikky, Yarah","210117","Making Memories","2023-08-18","0.665","0.541","3","-5.864","0","0.0861","0.394","0.0","0.393","0.461","88.086"
"Baarishein","Anuv Jain","207312","Baarishein","2018-01-12","0.476","0.124","2","-9.463","1","0.0443","0.927","0.0","0.0972","0.19","94.299"
"No Love","Shubh","170387","No Love","2022-02-22","0.768","0.487","4","-8.936","0","0.0431","0.24","0.0","0.175","0.722","137.034"
"Mi Amor","Sharn, 40k, The Paul","203048","Mi Amor","2022-09-30","0.637","0.703","4","-5.297","0","0.0789","0.53","4.23e-06","0.11","0.553","81.99"
"Kahani Suno 2.0","Kaifi Khalil","173637","Kahani Suno 2.0","2022-05-31","0.577","0.379","11","-13.235","1","0.0374","0.909","0.000586","0.0986","0.26","139.585"
"True Stories","AP Dhillon, Shinda Kahlon","117972","True Stories","2023-06-16","0.725","0.658","1","-8.906","1","0.268","0.299","7.38e-05","0.209","0.443","147.936"
"Alag Aasmaan","Anuv Jain","212750","Alag Aasmaan","2020-07-31","0.699","0.299","6","-12.599","1","0.0403","0.869","0.0","0.0724","0.459","118.968"
"4U","Maanu","202473","4U","2023-02-11","0.666","0.469","3","-10.081","0","0.0687","0.751","0.0109","0.106","0.499","96.013"
"With You","AP Dhillon","154554","With You","2023-08-11","0.78","0.744","2","-4.773","1","0.0298","0.161","0.0011","0.201","0.925","116.978"
"Mahiye Jinna Sohna","Darshan Raval","181250","Dard","2023-08-09","0.567","0.54","1","-5.754","1","0.0406","0.736","3.17e-05","0.164","0.331","92.027"
"Baller","Shubh, Ikky","148188","Baller","2022-09-09","0.711","0.702","5","-10.048","1","0.233","0.00487","0.0163","0.0932","0.674","180.219"
"TERE TE","AP Dhillon, Gurinder Gill","114418","HIDDEN GEMS","2021-11-21","0.692","0.488","7","-10.96","0","0.135","0.0508","0.0","0.154","0.299","171.9"
"Kali Kali Zulfon Ke (Lo-Fi)","Madhur Sharma, Swapnil Tare, Nusrat Fateh Ali Khan","77252","Kali Kali Zulfon Ke (Lo-Fi)","2023-03-31","0.358","0.463","7","-7.075","1","0.0375","0.816","0.0","0.155","0.15","152.353"
"Get Low","O SIDE MAFIA, BRGR","153886","Get Low","2023-12-22","0.882","0.636","2","-8.459","1","0.124","0.474","0.03","0.055","0.695","95.978"
"Makasarili Malambing","Kristina Dawn, Hev Abi","121845","Makasarili Malambing","2023-11-17","0.689","0.449","8","-7.169","0","0.0366","0.277","2.17e-06","0.0916","0.788","126.056"
"711","TONEEJAY","222000","711","2023-09-08","0.377","0.716","9","-5.278","1","0.0357","0.14","0.00195","0.182","0.336","179.632"
"Sa Susunod na Habang Buhay","Ben&Ben","288189","Sa Susunod na Habang Buhay","2020-02-28","0.311","0.342","2","-8.889","1","0.032","0.432","1.93e-06","0.114","0.274","177.158"
"Alam Mo Ba Girl","Hev Abi","223500","Kung Alam Mo Lang","2023-10-20","0.549","0.848","5","-4.184","0","0.344","0.23","3.12e-06","0.397","0.524","155.824"
"Tingin","Cup of Joe, Janine","222298","Tingin","2023-04-28","0.624","0.769","4","-6.277","1","0.0498","0.21","0.000147","0.106","0.466","105.099"
"homebdy (feat. Madman Stan)","DEMI, slimedemidemislime, Madman Stan","141762","homebdy (feat. Madman Stan)","2023-07-14","0.747","0.441","3","-6.946","0","0.105","0.0872","0.0","0.167","0.714","121.925"
"TAKE ALL THE LOVE","Arthur Nery","206181","TAKE ALL THE LOVE","2021-04-23","0.491","0.486","5","-6.588","1","0.0347","0.285","0.0","0.0976","0.262","82.411"
"We Made It","Nik Makino, Flow G","238000","We Made It","2024-01-01","0.721","0.594","11","-8.612","0","0.0601","0.094","9.14e-06","0.107","0.207","137.954"
"Para Sa Akin","Jason Dhakal","197009","Para Sa Akin","2023-10-27","0.454","0.38","8","-7.071","1","0.059","0.911","9.39e-06","0.108","0.214","137.585"
"Faded (Raw)","Illest Morena","175384","Faded (Raw)","2023-12-01","0.694","0.689","8","-6.95","1","0.0833","0.495","0.0","0.242","0.669","77.905"
"Miss Miss","Rob Deniel","265677","Miss Miss","2023-12-08","0.615","0.693","2","-9.661","1","0.0303","0.0131","3.92e-06","0.0852","0.85","118.006"
"RomCom","Rob Deniel","237485","RomCom","2023-08-25","0.58","0.475","0","-11.806","1","0.0262","0.0705","0.0","0.0885","0.43","102.023"
"Heaven Knows - This Angel Has Flown","Orange & Lemons","241146","Strike Whilst the Iron Is Hot","2005-03-24","0.582","0.506","4","-8.443","1","0.0274","0.269","6.4e-05","0.0994","0.464","93.34"
"ERE","juan karlos","284812","Sad Songs and Bullshit Part 1","2023-09-22","0.48","0.571","7","-7.818","1","0.042","0.526","0.000213","0.232","0.257","146.051"
"PAREHAS TAYO","Nateman","256000","PAREHAS TAYO","2023-10-13","0.872","0.184","7","-16.546","1","0.151","0.5","0.0371","0.0551","0.288","120.031"
"YK","Cean Jr.","170263","YK","2021-01-25","0.717","0.353","6","-7.872","1","0.0349","0.224","0.0","0.0721","0.538","118.005"
"Kisame","rhodessa","212608","Kisame","2023-02-10","0.578","0.305","0","-9.798","0","0.0258","0.954","0.0578","0.23","0.197","99.914"
"B.A.D.","Denise Julia, P-Lo","170078","B.A.D.","2023-10-27","0.767","0.66","4","-7.272","1","0.0869","0.236","0.0","0.457","0.796","127.064"
"Raining In Manila","Lola Amour","291070","Raining In Manila","2023-06-14","0.715","0.699","8","-6.815","0","0.0501","0.544","3.74e-05","0.0795","0.612","114.994"
"Take A Chance With Me","NIKI","303933","Nicole","2022-08-11","0.599","0.42","10","-11.637","1","0.0645","0.843","0.000262","0.103","0.506","93.981"
"Lil Kasalanan Shortie","Hev Abi","163964","Lil Kasalanan Shortie","2022-11-30","0.797","0.526","7","-10.404","1","0.0429","0.0813","0.0","0.167","0.896","120.051"
"Saan?","Maki","206500","Saan?","2023-03-31","0.596","0.785","4","-4.282","0","0.0363","0.186","0.0","0.165","0.695","120.022"
"Tadhana","Up Dharma Down","222446","Capacities","2012-12-07","0.685","0.322","6","-13.2","1","0.0369","0.162","0.0299","0.0809","0.508","155.977"
"Gusto","Zack Tabudlo, Al James","260000","3rd Time’s A Charm","2023-11-17","0.608","0.695","10","-5.307","0","0.0333","0.038","0.0","0.0939","0.203","83.965"
"Nahuhulog","Jed Baruelo","227262","Nahuhulog","2022-05-13","0.612","0.389","4","-12.725","0","0.0578","0.837","0.00461","0.306","0.348","125.091"
"Isa lang","Arthur Nery","269256","Isa lang","2021-12-17","0.429","0.464","6","-8.445","0","0.0719","0.783","0.0","0.0846","0.375","121.17"
"Ikaw Lang","NOBITA","263500","Ikaw Lang","2020-06-12","0.513","0.38","11","-11.091","1","0.0336","0.12","0.0","0.0924","0.323","120.952"
"Lihim","Arthur Miguel","246346","Lihim","2023-07-28","0.48","0.538","8","-8.297","1","0.0398","0.596","0.000229","0.206","0.392","207.924"
"Pakundangan (feat. Hev Abi)","DEMI, Hev Abi","197933","Pakundangan (feat. Hev Abi)","2023-11-24","0.702","0.583","1","-4.589","1","0.0362","0.0123","0.0","0.181","0.546","139.917"
"LUV DRUG","gins&melodies, Eros Tongco","198888","LUV DRUG","2023-06-28","0.686","0.52","2","-11.427","1","0.069","0.501","0.0","0.224","0.1","109.927"
"Umaasa","Calein","335624","Umaasa","2019-06-28","0.627","0.433","9","-9.868","1","0.0232","0.295","0.393","0.332","0.353","96.016"
"Mahika","Adie, Janine Berdin","201951","Senaryo","2023-12-15","0.637","0.455","7","-7.404","1","0.0385","0.75","0.0","0.13","0.608","82.094"
"Para Sa Streets","Hev Abi","194475","Para Sa Streets","2023-01-13","0.808","0.398","7","-9.746","0","0.0492","0.289","0.000257","0.142","0.939","116.985"
"Walang Alam","Hev Abi","185000","Kung Alam Mo Lang","2023-10-20","0.721","0.455","3","-9.812","0","0.343","0.294","0.0","0.116","0.879","120.184"
"Palagi","TJ Monterde","218051","Palagi","2023-07-06","0.482","0.174","6","-13.603","1","0.0609","0.875","0.0","0.147","0.347","107.724"
"WELCOME2DTQ","Hev Abi","179115","WELCOME2DTQ","2023-02-24","0.857","0.421","1","-8.178","1","0.0679","0.0269","6.34e-06","0.327","0.0775","120.014"
"Fallen","Lola Amour","201806","Fallen","2021-06-25","0.652","0.76","6","-4.098","0","0.0406","0.221","9.09e-05","0.147","0.615","98.079"
"Pasilyo","SunKissed Lola","270250","Pasilyo","2022-10-28","0.71","0.61","2","-4.674","1","0.0351","0.415","2.67e-05","0.181","0.404","120.032"
"Rapstar","Flow G","219470","Rapstar","2023-01-02","0.709","0.867","10","-5.122","0","0.0424","0.109","0.000611","0.153","0.3","151.966"
"BUBALU","Feid, Rema","228186","MOR, No Le Temas a La Oscuridad","2023-09-29","0.786","0.803","6","-5.232","0","0.072","0.135","4.11e-06","0.11","0.722","112.007"
"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21, Manuel Turizo","220116","Ubuntu","2018-05-11","0.681","0.788","1","-4.323","1","0.0785","0.0482","0.0","0.0753","0.839","170.019"
